id,processid,type,corpus,normalize_corpus,create_time,update_time,add_user,source,mask
1964,360yingxiao,拒绝,没有了好谢谢,没有了好,2018-12-12 09:56:21,,mengbo.sun,base_set,0
1965,360yingxiao,同意办理,哦就是借款我贷款,就是借款贷款,2018-12-12 09:56:21,,mengbo.sun,base_set,0
1967,360yingxiao,同意,我用,我用,2018-12-12 09:56:21,,mengbo.sun,base_set,0
1969,360yingxiao,同意办理,啊我弄了好几次都不知道你那边没审核,弄了好几次不知道没审核,2018-12-12 09:56:21,,mengbo.sun,base_set,0
1970,benrenshoucui,遗忘语境,哎我把这事给忘了,把这事给忘了,2018-12-12 09:56:21,,mengbo.sun,base_set,0
1973,360yingxiao,同意办理,我在你那里贷过贷不了,在那里贷过贷不了,2018-12-12 09:56:21,,mengbo.sun,base_set,0
1974,360yingxiao,同意办理,想想贷款,想想贷款,2018-12-12 09:56:21,,mengbo.sun,base_set,0
1975,360yingxiao,否定,今天没有,今天没有,2018-12-12 09:56:21,,mengbo.sun,base_set,0
1976,360yingxiao,同意办理,嗯嗯借款了,借款了,2018-12-12 09:56:21,,mengbo.sun,base_set,0
1982,benrenshoucui,非本人,我姓陈不幸,我姓陈不幸,2018-12-12 09:56:21,,mengbo.sun,base_set,0
1983,benrenshoucui,否定,不知道朋友,不知道朋友,2018-12-12 09:56:21,,mengbo.sun,base_set,0
1986,benrenshoucui,询问时间,广州我没收到你没什么要问一下个毛你我什么时候消费的,广州没收到没什么要问一下毛什么时候消费,2018-12-12 09:56:21,,mengbo.sun,base_set,0
1989,360yingxiao,在忙语境,什么我有事呢不好意思啊,什么有事不好意思,2018-12-12 09:56:21,,mengbo.sun,base_set,0
1990,benrenshoucui,已还款,最少不是说已经还回去了吗他只是可以经还到你们那个门店了,最少不是说已经回去吗只是可以经还到门店了,2018-12-12 09:56:21,,mengbo.sun,base_set,0
1991,360yingxiao,拒绝,哦近期没有,近期没有,2018-12-12 09:56:21,,mengbo.sun,base_set,0
1992,360yingxiao,同意办理,看看啊,看看,2018-12-12 09:56:21,,mengbo.sun,base_set,0
1998,360yingxiao,拒绝,嗯近期还没有,近期还没有,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2000,360yingxiao,肯定,油,油,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2001,360yingxiao,同意办理,有啊你们的意思是搞来搞去的就搞不懂,有意思是搞来搞去就搞不懂,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2002,360yingxiao,投诉语境,欧美不要打扰我了啊谢谢,欧美不要打扰了,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2004,benrenshoucui,否定,真的不能去,真的不能去,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2006,benrenshoucui,肯定,可以呀导致绑定去呢,可以导致绑定去,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2007,benrenshoucui,询问时间,我什么时候就要逾期了,什么时候就要逾期了,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2008,benrenshoucui,询问金额,是不是每个月然后要还多少来的,是不是每个月要还多少来,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2009,benrenshoucui,同意今日还款,我现在正在安排嗯,现在正在安排,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2010,benrenshoucui,清楚借款,啊知道了现在这两天我尽量多少钱办法给他还进去,知道了现在两天尽量多少钱办法给还进去,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2011,benrenshoucui,已还款,一人扣款成功了呀,一人扣款成功了,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2012,benrenshoucui,不同意明日还款,明天确实不能处理要到三十号,明天确实不能处理要到三十号,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2014,benrenshoucui,已还款,今天上午汇款进去的好吧,今天上午汇款进去好,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2015,benrenshoucui,肯定,好的还有,好还有,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2017,benrenshoucui,不清楚借款,这个有没有没有接过去啊,有没有没有接过去,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2019,benrenshoucui,肯定,哦哦我搞忘了好好好我知道我我等下两百啊,搞忘了好好好知道等下两百,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2020,benrenshoucui,清楚借款,哦知道就是我现在要用支付宝支付不是我一直支付不了,知道就是现在要用支付宝不是一直支付不了,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2023,benrenshoucui,询问金额,不是不是五千多块钱吗,不是五千多块钱吗,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2025,benrenshoucui,询问金额,我不知道啊为什么这么多钱呢,不知道为什么多钱,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2026,benrenshoucui,询问时间,已经逾期了是几月几号该还的钱,已经逾期了是几月几号该还钱,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2027,benrenshoucui,询问金额,咱还款是多少,咱还款是多少,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2029,benrenshoucui,已还款,找身份证还进去了,找身份证还进去了,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2030,benrenshoucui,本人,啊对我是本人能听得到吗,对是本人能听得到吗,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2032,benrenshoucui,已还款,我昨天就处理,昨天就处理,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2033,benrenshoucui,肯定,哦行吧我知道上来为啥上吧,行知道上来为啥上,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2034,benrenshoucui,已还款,没有钱昨天就还上了,没有钱昨天就还上了,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2036,benrenshoucui,同意今日还款,呃处理还款没问题,处理还款没问题,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2038,benrenshoucui,否定,应该还不行,应该还不行,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2039,benrenshoucui,已还款,上来了会已经划出来,上来了会已经划出来,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2040,benrenshoucui,同意今日还款,号还款,号还款,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2041,benrenshoucui,同意今日还款,啊我可能没注意那我一会转过去好吧,可能没注意一会转过去好,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2042,benrenshoucui,肯定,嗯好的好的我查什么事,好我查什么事,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2043,benrenshoucui,清楚借款,我忘了我今天在下午的时候看看见短信,忘了今天在下午时候看看见短信,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2044,benrenshoucui,询问金额,我想问一下我这里头欠多少钱,想问一下这里头欠多少钱,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2045,benrenshoucui,清楚借款,我是知道我等一下喂神好吧你放心好吧这个你不用吃了会成进去好吧,是知道等一下神好放心不用吃了会成进去好,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2046,benrenshoucui,同意今日还款,我四点钟存到那个扣款的账号上面,四点钟存到扣款账号上面,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2047,benrenshoucui,同意今日还款,哦可以哦大概四点钟之后存进去了,可以四点钟之后存进去了,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2051,benrenshoucui,不清楚借款,没有欠款我没去过来了,没有欠款没去过来了,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2052,benrenshoucui,已还款,哎知道知道刚收到信息我刚刚还了上一分钟刚还我还还款,知道收到信息刚刚了上一分钟刚还还款,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2053,benrenshoucui,同意今日还款,今天能坏,今天能坏,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2055,benrenshoucui,已还款,啊我今天全刚才存进去,今天全刚才存进去,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2057,benrenshoucui,肯定,应该知道吧,应该知道,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2059,benrenshoucui,肯定,看到我知道了,看到知道了,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2060,benrenshoucui,本人,啊是是是本人我在大胜职务,是本人在大胜职务,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2061,benrenshoucui,同意今日还款,哎先生嗯下午办点,先生下午办点,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2062,benrenshoucui,已还款,嗯知道前前刚还进去了就是等到你们自己扣吗,知道前前刚还进去了就是等到自己扣吗,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2066,benrenshoucui,非本人,他刚出去,刚出去,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2069,benrenshoucui,已还款,都花了十四号晚上就一定还了啊,花十四号晚上就一定还了,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2070,benrenshoucui,已还款,啊我知道购车扣款那个嘛那钱已经存进那个账户里了在那个账户里面,知道购车扣款钱已经存进里了在账户里面,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2071,benrenshoucui,清楚借款,哦哦等一下搞定,等一下搞定,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2072,benrenshoucui,清楚借款,我我这两天先忙忙给忘了然后我等一会还进去噢,两天先忙忙给忘了等一会还进去,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2073,benrenshoucui,询问金额,我想知道区大电话换了里面还多少,想知道区大电话换了里面还多少,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2074,benrenshoucui,已还款,我已经完事了我工号工商了好几代代扣吗,已经完事工号工商了好几代代扣吗,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2075,benrenshoucui,不同意今日还款,嗯好今天有事,好今天有事,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2078,benrenshoucui,已还款,星期一星期一人家就就可以了就到账了进去了但是到半可能是星期一,人家可以就账进去了但是到半可能是星期一,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2082,benrenshoucui,已还款,嗯嗯房的信用卡里面啊,房信用卡里面,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2083,benrenshoucui,肯定,啊我知道周周五会考虑,知道周周五会考虑,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2084,benrenshoucui,肯定,我知道知道我还有一三号房,知道还有一三号房,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2085,benrenshoucui,已还款,啊我我知道但我在里面打钱了呀还没扣到吗,知道但在里面打钱了还没扣到吗,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2086,benrenshoucui,同意今日还款,可能今天,可能今天,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2087,benrenshoucui,关联人,我认识他他出去了他一会回来,认识出去了一会回来,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2089,benrenshoucui,已还款,哎呀知道我刚那什么了之后现在可以扣,知道我刚什么了之后现在可以扣,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2091,benrenshoucui,已还款,我刚刚把钱打过去呀,刚刚把钱打过去,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2092,benrenshoucui,肯定,对呀女士,对女士,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2095,benrenshoucui,已还款,五百钱已经存里面了你们可以随时还款,五百钱已经存里面了可以随时还款,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2097,benrenshoucui,已还款,里扣吗你困吗,里扣困吗,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2098,benrenshoucui,肯定,道我知道,知道,2018-12-12 09:56:21,2019-02-20 14:47:33,mengbo.sun,base_set,0
2101,benrenshoucui,询问时间,日期什么呀,日期什么,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2102,benrenshoucui,肯定,啊我看看可可可什么了我知道,看看可可可什么了知道,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2109,benrenshoucui,已还款,关完了,关完了,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2113,benrenshoucui,遗忘语境,哦满意想忘记了,满意想忘记了,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2114,benrenshoucui,同意今日还款,啊没有中马上晚上,没有中马上晚上,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2116,benrenshoucui,肯定,知道华为没空高呢,知道华为没空高,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2117,benrenshoucui,已还款,还有印象还完了那个,还有印象还完了,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2120,benrenshoucui,不认可金额,我原来元超市一万零三百就现在打变成一万一万一了,元超市一万零三百就现在打变成一万一了,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2122,benrenshoucui,已还款,我没有印象你们扣款我我我往黄帮我查查够了你们又不扣关我啥时候,没有印象扣款往黄帮查查够了不扣关啥时候,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2123,benrenshoucui,同意今日还款,啊我经济上上修我今天刷上去好吧,经济上修今天刷上去好,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2124,benrenshoucui,不清楚借款,我没有这钱好吧,没有这钱好,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2125,benrenshoucui,已还款,我的钱在里面被你们划扣可随时可以处理,钱在里面被划扣可随时可以处理,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2127,benrenshoucui,回忆起借款,这个东西这事情我知道啊但是,东西事情知道但是,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2128,benrenshoucui,已还款,我知道我我那个前一一直在那卡上啊,知道前一一直在那卡上,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2129,benrenshoucui,肯定,哎知道呃但是当时我借款的时候是二十六号,知道但是当时借款时候是二十六号,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2133,benrenshoucui,肯定,啊对受到了,对受到了,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2134,benrenshoucui,本人,嗯对没了,对没了,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2136,benrenshoucui,同意今日还款,知道我看看金,知道看看金,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2137,benrenshoucui,本人,更好的好的,更好好,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2139,benrenshoucui,同意今日还款,应该是天,应该是天,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2140,benrenshoucui,关联人,啊我是他母,是他母,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2141,benrenshoucui,已还款,偿还了呀刚刚还的,偿还了刚刚还,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2142,benrenshoucui,非本人,我不是他本人他信息酒店了怎么了你说,不是本人信息酒店怎么了说,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2144,benrenshoucui,不同意今日还款,可能要几天吧,可能要几天,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2145,benrenshoucui,不认可金额,诶没有四千八,没有四千八,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2147,benrenshoucui,不清楚借款,没有啊什么什么回事,没有什么回事,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2148,benrenshoucui,关联人,我知道他是我对象,知道是对象,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2149,benrenshoucui,同意今日还款,给我还款还错了我等一下就还进去我还到一张今天联系了,给还款错等一下就进去还到一张今天联系了,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2150,benrenshoucui,非关联人,我不认识的我的手机号是后来去联通注册,不认识手机号是后来去联通注册,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2153,benrenshoucui,已还款,考进去了呀,考进去了,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2154,benrenshoucui,同意今日还款,啊我马上安排好不好,马上安排好不好,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2155,benrenshoucui,同意明日还款,我就说明天呀,就说明天呀,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2156,benrenshoucui,同意今日还款,呃知道我有申请那个延期还款的今天我也是今天会还上,知道有申请延期还款是今天会还上,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2159,benrenshoucui,肯定,嗯四四了,四四了,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2160,benrenshoucui,同意今日还款,我下午出去借给他存上啊,下午出去借给存上,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2161,benrenshoucui,同意明日还款,到我们大地明天打过去好吧,到大地明天打过去好,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2163,benrenshoucui,同意今日还款,啊自己是的,自己是,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2165,benrenshoucui,本人,经常是,经常是,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2167,benrenshoucui,清楚借款,对对对对额不好意思忘了忘了,对对额不好意思忘了,2018-12-12 09:56:21,2019-02-20 14:48:49,mengbo.sun,base_set,0
2168,benrenshoucui,同意今日还款,啊晚上还完忘了这事好,晚上还完忘了这事好,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2169,benrenshoucui,同意今日还款,啊上午型,上午型,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2170,benrenshoucui,同意今日还款,哦今明两天,今明两天,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2171,benrenshoucui,清楚借款,刚我正准备了嗯,刚正准备了,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2174,benrenshoucui,本人,水水对对对,水水对,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2175,benrenshoucui,已还款,关了换了啊新年十五号今天都换了换了直接换个卡上了,关了新年十五号今天换直接换个卡上了,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2177,benrenshoucui,已还款,我今晚晚上还上了,今晚晚上还上了,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2178,benrenshoucui,已还款,我今天已经还上了今天,已经还上了今天,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2179,benrenshoucui,清楚借款,你好我我知道我等华上上网,知道我等华上上网,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2180,benrenshoucui,关联人,话知道哇,话知道哇,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2181,dianhe,澄清,我不幸钱,不幸钱,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2183,benrenshoucui,本人,对现在我开我开车啊我现在打电话去,对我开开车现在打电话去,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2184,benrenshoucui,同意今日还款,恩皇子,皇子,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2185,benrenshoucui,清楚借款,知道知道知道早就知道了他外面要涨一直到一直在外面要账都要长下来,早就知道了要涨到一直在外面要账要长下来,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2186,benrenshoucui,本人,有事吗,有事吗,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2187,benrenshoucui,同意今日还款,应该可以最迟明天,应该可以最迟明天,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2188,benrenshoucui,不同意今日还款,嗯还不了人怎么说已经打电话过来嘛就是日十九号啊,还不了人怎么说已经打电话过来就是日十九号,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2190,benrenshoucui,同意今日还款,已经安排了,已经安排了,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2193,benrenshoucui,非关联人,不对这是我的手机号我不认识什么进去,对是手机号不认识什么进去,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2194,benrenshoucui,不同意今日还款,今天可能货今天可能换不上也就是这两天已经换翻译吗,货今天可能换不上就是两天已经换翻译吗,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2195,benrenshoucui,同意今日还款,我我一会操作过,一会操作过,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2196,benrenshoucui,非关联人,不是我这个手机号是我刚办的,不是手机号是刚办,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2197,benrenshoucui,不清楚借款,不知道啊神州金融,不知道神州金融,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2199,benrenshoucui,本人,我四就是,四就是,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2200,benrenshoucui,同意明日还款,那行现在之内吧,行现在之内,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2202,benrenshoucui,同意今日还款,已经可可以啦,已经可可以,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2204,benrenshoucui,清楚借款,啊知道八点的话恩,知道八点的话,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2205,benrenshoucui,同意今日还款,啊我知道了嗯今天不行还得过两天,知道了今天不行还得过两天,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2208,benrenshoucui,同意今日还款,知道明天早上明天早上可以哇,知道明天早上可以哇,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2209,benrenshoucui,清楚借款,我知道啊你中午不是打电话给我嘛意思了,知道中午不是打电话给意思了,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2210,benrenshoucui,已还款,那个钱扣了知道吧,钱扣了知道,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2212,benrenshoucui,本人,嗯好的马上回去,好马上回去,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2213,benrenshoucui,非本人,忙没有,忙没有,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2217,benrenshoucui,已还款,啊我知道了放进去了已经,知道放进去了已经,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2218,benrenshoucui,不同意今日还款,你还还不了这个星期把现在这个星期五吗,还不了星期把现在星期五吗,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2219,benrenshoucui,同意今日还款,今天我想办法吧,今天想办法,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2220,benrenshoucui,同意今日还款,太好的,太好,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2221,benrenshoucui,本人,全是的,全是,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2222,benrenshoucui,同意今日还款,嗯嗯晚一点好吧就,晚一点好就,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2224,benrenshoucui,同意今日还款,争取,争取,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2227,benrenshoucui,不同意今日还款,今天不可以我我要申请延期,今天不可以要申请延期,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2228,benrenshoucui,同意今日还款,我尽量吧我今天我看到问朋友借一下看能还上去了,尽量今天看到问朋友借一下看能还上去了,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2229,benrenshoucui,清楚借款,哦我知道本来我是想昨天还进去昨天有点事我今天一定还进去,知道本来是想昨天有点事今天一定还进去,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2232,benrenshoucui,清楚借款,收到,收到,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2233,benrenshoucui,不同意明日还款,我明天做不了我最快下周,明天做不了最快下周,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2234,benrenshoucui,同意今日还款,哦ok我现在搞定啊,ok现在搞定,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2235,benrenshoucui,询问金额,因为我们也不怎么还多少钱怎么还多少钱明天上烦,因为不怎么怎么还多少钱明天上烦,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2236,benrenshoucui,清楚借款,哦我知道我现在正在医院住院的我那个得,知道现在正在医院住院得,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2237,benrenshoucui,非本人,不是会帮我开通,不是会帮开通,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2238,benrenshoucui,不清楚借款,车不是我开的所以我不知道,车不是我开不知道,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2240,benrenshoucui,同意今日还款,嗯行一百三十块钱,行一百三十块钱,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2241,benrenshoucui,本人,是的味似的,是味似的,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2242,benrenshoucui,同意今日还款,我跟你说你听不见是不是,跟说听不见是不是,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2243,benrenshoucui,同意今日还款,嗯嗯看因晚上上面就行吧,看因晚上上面就行,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2245,benrenshoucui,同意今日还款,我今天一定会,今天一定会,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2249,benrenshoucui,非本人,是这个号码不是才在用了你们不要再打电话了,是号码不是才在用不要打电话了,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2250,benrenshoucui,已还款,为您还了呀,为还了,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2251,benrenshoucui,本人,管对没错,管对没错,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2252,benrenshoucui,本人,如果兴啊是,如果兴是,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2253,benrenshoucui,同意今日还款,嗯尽管,尽管,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2255,benrenshoucui,非关联人,不认识幻化主人了手机号换主人了,不认识幻化手机号换主人了,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2256,benrenshoucui,已还款,我明明放在卡里面为什么你们自己不看我昨天就花钱呃放在卡里面,明明为什么自己不看昨天就花钱放在卡里面,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2257,benrenshoucui,本人,是的怎么回事,是怎么回事,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2258,benrenshoucui,非本人,不是啊你干什么呢,不是干什么,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2262,benrenshoucui,已还款,我没有预期我已经交上了收到那个浦发银行里了,没有预期已经交上收到浦发银行里了,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2263,benrenshoucui,同意今日还款,b今天下午一点钟存上好不好,b今天下午一点钟存上好不好,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2264,benrenshoucui,肯定,哎好的看看,好看看,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2265,benrenshoucui,不清楚借款,哦不知道现在几号了今天,不知道现在几号了今天,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2266,benrenshoucui,同意今日还款,你先还进去,先还进去,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2267,benrenshoucui,已还款,还没你下午直接通过卡卡里面扣就行了我忘记了好吧,还没下午直接通过卡卡里面扣就行了忘记了好,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2269,benrenshoucui,不清楚借款,没印象我没见过十块钱随便十块钱了,没印象没见过随便十块钱了,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2272,benrenshoucui,不清楚借款,对对我没有借钱我怎么结果你钱呢,对没有借钱怎么结果钱,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2273,benrenshoucui,否定,我不能我估计他了,不能估计了,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2274,benrenshoucui,不同意今日还款,帮我现在出那我现在处理不了怎么办,帮出现在处理不了怎么办,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2275,benrenshoucui,询问时间,没有逾期吧,没有逾期,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2276,benrenshoucui,肯定,嗷好的,嗷好,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2277,benrenshoucui,同意今日还款,想知道我下午往里边打钱你们这些公司上,想知道下午往里边打钱公司上,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2283,benrenshoucui,不清楚借款,成我怎么知道我从来不借款,成怎么知道从来不借款,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2284,benrenshoucui,不清楚借款,谁给你借钱了,谁给借钱了,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2285,benrenshoucui,清楚借款,可以直接去工作,可以直接去工作,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2289,benrenshoucui,本人,想看看是吧,想看看是,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2291,benrenshoucui,非关联人,不是怎么办,不是怎么办,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2292,benrenshoucui,不清楚借款,我不知道啊神州金融是哪啊,不知道神州金融是哪,2018-12-12 09:56:21,,mengbo.sun,base_set,0
2293,benrenshoucui,非本人,不是啊等啊,不是等,2018-12-12 09:56:21,,mengbo.sun,base_set,0
